canonical_pal_title;original_title;region_status;platform_status;duplicate_of;source_blocks;released;cover_art_url;genre;graphics_pal;music_pal;gameplay_pal;total_pal;notes_pal_ntsc_j;name_variants;score_reasoning;description_es;review_status;;
Top Gear;Top Gear;;snes;;;1992-11-19;;Racing - Arcade - Automobile;9;9;10;9;Edición PAL a 50 Hz. El ritmo de carrera es menor que en NTSC, pero el modo a pantalla dividida mantiene un gran rendimiento.;Top Racer;Gráficos: velocidad, efecto de carretera y pantalla dividida muy logrados. Música: banda sonora muy reconocible de Barry Leitch. Jugabilidad: conducción arcade inmediata, nitro y multijugador excelente. Motivo global: uno de los juegos de carreras más queridos de Super Nintendo.;Top Gear es un juego de carreras arcade de Kemco. Los jugadores compiten por circuitos internacionales, usan nitro, gestionan combustible y pueden disputar carreras a dos jugadores en pantalla dividida.;;;
Top Gear 2;Top Gear 2;;snes;;;1994-06-24;;Racing - Arcade - Automobile;9;8;9;9;Edición PAL a 50 Hz. Añade mejoras, daños, diferentes condiciones y una estructura más amplia que el primer Top Gear.;Top Racer 2;Gráficos: escenarios internacionales variados y buena sensación de velocidad. Música: sólida, aunque menos recordada que la del original. Jugabilidad: carreras con mejoras, nitro y combustible, algo más exigentes. Motivo global: secuela más completa y ambiciosa.;Top Gear 2 es un juego de carreras arcade que amplía el original con más países, vehículos, mejoras y condiciones de carrera. Los pilotos deben controlar combustible, daños y nitro para ganar campeonatos.;;;
Top Gear 3000;Top Gear 3000;;snes;;;1995-11-30;;Racing - Arcade - Automobile;9;8;8;8;Edición PAL a 50 Hz. Cambia la ambientación por carreras futuristas y usa efectos Modo 7; su control es más exigente que el de los anteriores.;Top Racer 3000;Gráficos: circuitos futuristas y efectos Modo 7 llamativos. Música: temas electrónicos adecuados. Jugabilidad: carreras rápidas y armamento, aunque con control menos inmediato. Motivo global: secuela curiosa y vistosa, menos redonda que Top Gear y Top Gear 2.;Top Gear 3000 es un juego de carreras futuristas de Kemco. Los pilotos compiten en planetas y circuitos espaciales, usan nitro y armas, y afrontan pistas más técnicas que las de las entregas anteriores.;;
F1 ROC: Race of Champions;F1 ROC: Race of Champions;;snes;;;1992-11-19;;Racing - Simulation - Automobile;8;8;8;8;Edición PAL a 50 Hz. Conocido en Japón como Exhaust Heat;ofrece un enfoque de Fórmula 1 con gestión de carrera.;Exhaust Heat;Gráficos: coches y circuitos funcionales, con buena cámara para la época. Música: discreta y apropiada. Jugabilidad: carreras técnicas, ajustes básicos y estrategia de combustible. Motivo global: simulación arcade competente y accesible.;F1 ROC: Race of Champions es un juego de Fórmula 1 que permite disputar temporadas, clasificaciones y carreras. Incluye ajustes básicos de vehículo, gestión de combustible y circuitos inspirados en el campeonato.;;
F1 ROC II: Race of Champions;F1 ROC II: Race of Champions;;snes;;;1993-11-25;;Racing - Simulation - Automobile;8;8;8;8;Edición PAL a 50 Hz. Amplía el primer juego con más opciones, coches y circuitos.;Exhaust Heat II;Gráficos: presentación mejorada y circuitos más variados. Música: funcional y coherente con la competición. Jugabilidad: más ajustes y contenido, aunque la conducción sigue siendo algo rígida. Motivo global: secuela de Fórmula 1 sólida para aficionados al género.;F1 ROC II: Race of Champions es una secuela de Fórmula 1 que amplía la primera entrega con más circuitos, opciones de coche y modos de competición. Mantiene el enfoque de carreras técnicas y campeonatos.;;;
Super Baseball 2020;Super Baseball 2020;;snes;;;1994-11-24;;Sports - Team - Baseball - Arcade;8;8;8;8;Edición PAL a 50 Hz. El ritmo arcade y la ambientación futurista se mantienen; no es una simulación tradicional de béisbol.;Baseball 2020;Gráficos: personajes digitalizados y estadios futuristas con buena identidad. Música: temas arcade correctos. Jugabilidad: béisbol rápido con zonas de puntuación y mejoras, aunque menos profundo que una simulación. Motivo global: curiosidad deportiva original y divertida.;Super Baseball 2020 es un juego de béisbol arcade de SNK ambientado en el futuro. Humanos y robots compiten en estadios con zonas especiales, mejoras y reglas exageradas.;;
Super Baseball Simulator 1.000;Super Baseball Simulator 1.000;;snes;;;1992-11-19;;Sports - Team - Baseball - Sim;8;7;8;8;Edición PAL a 50 Hz. Presenta un enfoque de béisbol con habilidades especiales, alejado de la simulación estricta.;Super Baseball Simulator 1.000;Gráficos: campos claros y personajes bien diferenciados. Música: acompañamiento simple y funcional. Jugabilidad: habilidades especiales y opciones tácticas aportan variedad, aunque la presentación es austera. Motivo global: béisbol peculiar y entretenido para quienes busquen una alternativa arcade.;Super Baseball Simulator 1.000 es un juego de béisbol con equipos y jugadores dotados de habilidades especiales. Combina reglas tradicionales con lanzamientos, golpes y efectos poco realistas.;;;
Super International Cricket;Super International Cricket;;snes;;;1994-11-24;;Sports - Team - Cricket;7;7;8;7;Edición PAL a 50 Hz. Lanzamiento orientado al mercado europeo y australiano, donde el cricket tenía mayor relevancia.;International Cricket;Gráficos: presentación deportiva sencilla y clara. Música: discreta y funcional. Jugabilidad: reglas detalladas y opciones de partido, aunque la curva de aprendizaje es alta para quien no conozca el deporte. Motivo global: simulación competente para aficionados al cricket.;Super International Cricket es un juego de cricket que permite disputar partidos, torneos y diferentes modalidades. Incluye bateo, lanzamiento y decisiones tácticas relacionadas con las reglas del deporte.;;;
Super Buster Bros.;Super Buster Bros.;;snes;;;1993-11-25;;Puzzle - Action;8;8;9;8;Edición PAL a 50 Hz. En Europa se publicó como Super Buster Bros.; se conoce también como Super Pang.;Super Pang;Gráficos: colorido y animación muy claros. Música: temas alegres y adecuados a la acción. Jugabilidad: disparo simple, rebotes de bolas y cooperativo muy adictivo. Motivo global: arcade inmediato, ideal para partidas cortas a dos jugadores.;Super Buster Bros. es un juego de acción y puzles en el que los jugadores disparan arpones para dividir y destruir bolas que rebotan por la pantalla. Incluye cooperativo y escenarios inspirados en ciudades del mundo.;;
Dr. Mario;Dr. Mario;;snes;;;1993-11-25;;Puzzle - Matching;8;9;10;9;Edición PAL a 50 Hz. El ritmo de caída se puede ajustar y la experiencia competitiva conserva toda su precisión.;Dr. Mario;Gráficos: presentación limpia, expresiva y muy clara. Música: melodías extremadamente reconocibles y muy bien adaptadas. Jugabilidad: reglas simples, cadenas profundas y enfrentamientos versus excelentes. Motivo global: uno de los puzles competitivos más sólidos de Nintendo.;Dr. Mario es un juego de puzles de Nintendo en el que se colocan cápsulas de colores para eliminar virus. El jugador debe formar grupos de cuatro piezas iguales y puede competir contra otro jugador enviando obstáculos.;;;
Wario's Woods;Wario's Woods;;snes;;;1995-11-30;;Puzzle - Matching;8;8;9;8;Edición PAL a 50 Hz. Mantiene el manejo rápido de Toad y una estructura de puzle más activa que Tetris o Dr. Mario.;Wario's Woods;Gráficos: personajes coloridos y tablero muy legible. Música: temas alegres y funcionales. Jugabilidad: mover bombas y enemigos en tiempo real añade profundidad, aunque exige práctica. Motivo global: puzle poco conocido, original y muy competente.;Wario's Woods es un juego de puzles protagonizado por Toad. Debe mover bombas, monstruos y bloques para formar grupos y eliminar piezas, impidiendo que Wario conquiste el bosque.;;;
Kirby's Dream Course;Kirby's Dream Course;;snes;;;1995-08-24;;Sports - Individual - Golf;8;8;8;8;Edición PAL a 50 Hz. Mantiene el enfoque de minigolf con Kirby y enemigos como obstáculos.;Kirby Bowl;Gráficos: colorido, personajes reconocibles y campos temáticos. Música: temas alegres y adecuados. Jugabilidad: golpes, rebotes y habilidades de Kirby; accesible y divertido en cooperativo. Motivo global: golf arcade original y muy simpático.;Kirby's Dream Course es un juego de minigolf protagonizado por Kirby. Los jugadores deben embocar la bola usando rebotes, enemigos y habilidades especiales en campos temáticos.;;
Kirby Super Star;Kirby Super Star;;snes;;;1997-01-23;;Action - Platformer - 2D;10;9;10;10;Edición PAL distribuida como Kirby's Fun Pak; conserva todos los modos y la riqueza de la versión original.;Kirby's Fun Pak;Gráficos: sprites grandes, animación fluida y escenarios coloridos. Música: banda sonora variada y muy cuidada. Jugabilidad: múltiples modos, habilidades de copia y cooperativo; enorme variedad y duración. Motivo global: uno de los mejores juegos de Kirby y de la plataforma.;Kirby Super Star es una recopilación de modos de juego protagonizada por Kirby. Incluye aventuras, minijuegos, modos de lucha y cooperativo, con habilidades de copia y una gran variedad de propuestas.;
Kirby's Dream Land 3;Kirby's Dream Land 3;;snes;;;1998-06-26;;Action - Platformer - 2D;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catálogo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Hoshi no Kirby 3;No se asigna puntuación PAL porque no existió una edición oficial PAL de Super Nintendo.;No debe incluirse en el catálogo PAL definitivo.;;
Super Mario RPG: Legend of the Seven Stars;Super Mario RPG: Legend of the Seven Stars;;snes;;;1996-05-13;;Role-Playing - Action RPG;9;9;9;9;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catálogo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Super Mario RPG;No se asigna puntuación PAL porque no existió una edición oficial PAL de Super Nintendo.;No debe incluirse en el catálogo PAL definitivo.;;
Star Fox 2;Star Fox 2;;snes;;;2017-09-29;;Action - Shooter - Shoot-'Em-Up - Free-Roaming;9;9;9;9;Desarrollado en 1995 y cancelado;se distribuyí¬¬ oficialmente en 2017 dentro de SNES Classic y Nintendo Switch Online. No es un lanzamiento PAL clí¬¬sico de Super Nintendo, pero puede incluirse como excepcií¬¬n si se desea.;Star Fox 2;Grí¬¬ficos: polí¬¬gonos Super FX mejorados, mapa estraté¬¬gico y combates en tiempo real. Mí¬¬sica: temas de Star Fox con nuevos arreglos. Jugabilidad: defensa libre del planeta, eleccií¬¬n de pilotos y enfrentamientos tcticos. Motivo global: propuesta ambiciosa que anticipa mecí¬¬nicas posteriores.;Star Fox 2 es un shooter estratí¬¬gico protagonizado por Fox McCloud y su equipo. Los jugadores defienden Cornelia de ataques simultí¬¬neos, eligen rutas y pilotos, y combaten en batallas poligonales.;;
Stunt Race FX;Stunt Race FX;;snes;;;1994-07-28;;Racing - Simulation - Automobile;9;8;8;9;Ediciones PAL a 50 Hz con chip Super FX; conserva polí¬¬gonos, fí¬¬sica y circuitos, con un ritmo algo menor que en NTSC.;Wild Trax;Grí¬¬ficos: vehí¬¬culos poligonales, cí¬¬maras diní¬¬micas y efectos de daí¬¬o muy avanzados. Mí¬¬sica: acompaí¬¬amiento funcional y variado. Jugabilidad: fí¬¬sica de conduccií¬¬n, circuitos tcticos y modos variados; exige adaptacií¬¬n. Motivo global: experimento tctico de conduccií¬¬n muy original.;Stunt Race FX es un juego de conduccií¬¬n de Nintendo con chip Super FX. Los pilotos compiten en circuitos con saltos, giros y obstí¬¬culos, usando coches poligonales y una fí¬¬sica poco habitual en consola.;
Vortex;Vortex;;snes;;;1995-01-26;;Action - Shooter - Shoot-'Em-Up - Free-Roaming;8;8;8;8;Ediciones PAL a 50 Hz con chip Super FX;conserva combate en 3D y estructura de misiones, con un ritmo algo menor que en NTSC.;Vortex;Grí¬¬ficos: naves poligonales, entornos 3D y efectos de rotacií¬¬n. Mí¬¬sica: acompaí¬¬amiento correcto. Jugabilidad: combate libre, misiones y objetivos;control algo tosco pero interesante. Motivo global: shooter 3D ambicioso, menos pulido que Star Fox.;Vortex es un shooter en 3D de Titus con chip Super FX. El jugador pilota una nave, completa misiones, destruye objetivos y combate enemigos en espacios tridimensionales.;
Super Star Wars;Super Star Wars;;snes;;;1993-04-02;;Action - Platformer - 2D;9;8;9;9;Ediciones PAL distribuidas por JVC a 50 Hz; conserva vehí¬¬culos, secciones de disparos y ambientacií¬¬n cinematogrfica.;Super Star Wars;Grí¬¬ficos: sprites grandes, fondos detallados y escenas de la pelí¬¬cula. Mí¬¬sica: temas de John Williams muy reconocibles. Jugabilidad: plataformas, disparos, naves y dificultad elevada con control correcto. Motivo global: adaptacií¬¬n de accií¬¬n muy vistosa y exigente.;Super Star Wars es un juego de accií¬¬n de LucasArts y Sculptured Software. Luke Skywalker combate en Tatooine, usa landspeeder, X-wing y espada láser para rescatar a los droides y unirse a la Rebelií¬¬n.;;
Super Star Wars: The Empire Strikes Back;Super Star Wars: The Empire Strikes Back;;snes;;;1994-02-18;;Action - Platformer - 2D;9;8;9;9;Ediciones PAL a 50 Hz; amplí¬¬a el original con Hoth, Dagobah y nuevas secciones de vehí¬¬culos.;Super Empire Strikes Back;Grí¬¬ficos: escenarios de hielo, pantanos y ciudades flotantes muy cuidados. Mí¬¬sica: nuevos arreglos de la banda sonora original. Jugabilidad: Luke, Leia y Han, vehí¬¬culos y dificultad alta. Motivo global: secuela que mejora al primero en variedad y ambientacií¬¬n.;Super Star Wars: The Empire Strikes Back es un juego de accií¬¬n basado en la segunda pelí¬¬cula. Los héroes combaten en Hoth, Dagobah y Bespin, usan speeders, snowspeeders y sables láser contra el Imperio.;;
